id_dokumen;par_id;tanggal;unit;jenis_laporan;paragraf_raw;paragraf_chars;paragraf_clean;topic_id;topic_score;pestle
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1020;2023;Unknown;laporan_tahunan;2023. Efektifitas KIE untuk TW 1 dan TW 4 tidak ada karena kegiatan dilaksaksanakan pada;88;2023 efektifitas kie tidak ada giat dilaksaksanakan;1;0.9069262407385115;Social
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1021;2023;Unknown;laporan_tahunan;bulan April sampai Juli 2023. Berdasarkan observasi dan koordinasi dengan panitia daerah,;89;bulan april sampai juli 2023 dasar observasi koordinasi panitia daerah;1;0.6243488977854867;Political
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1022;2023;Unknown;laporan_tahunan;penyampaian KIE yang lebih meningkatkan pemahaman dan minat peserta adalah dengan;81;sampai kie lebih tingkat paham minat serta;4;0.9165667982051883;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1023;2023;Unknown;laporan_tahunan;berkomunikasi secara langsung atau dapat melalui proses tanya jawab. Metode tersebut;84;komunikasi cara langsung dapat proses tanya jawab metode;4;0.7800276967646422;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1024;2023;Unknown;laporan_tahunan;dinilai oleh peserta lebih menarik dan dapat dipahami oleh peserta daripada menggunakan;87;nilai serta lebih tarik dapat paham serta daripada guna;4;0.9239118177005763;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1025;2023;Unknown;laporan_tahunan;metode berbasis pemaparan kelas. Indikator minat masih menjadi indikator yang memiliki;86;metode bas papar kelas indikator minat masih jadi indikator milik;4;0.8318150091559017;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1026;2023;Unknown;laporan_tahunan;indeks paling rendah dibandingkan dengan indikator lainnya, namun demikian menurut data;87;indeks paling rendah banding indikator lain demikian turut data;4;0.9164107564624545;Technological
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1027;2023;Unknown;laporan_tahunan;tren terdapat kenaikan indeks pada indikator minat tahun 2023 dibandingkan dengan data;86;tren dapat naik indeks indikator minat tahun 2023 banding data;4;0.9301240215406846;Technological
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1028;2023;Unknown;laporan_tahunan;tahun 2022. Indikator ragam kegiatan merupakan penilaian peserta terhadap ragam pilihan sumber;94;tahun 2022 indikator ragam giat rupa nilai serta ragam pilih sumber;4;0.9441457679838545;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1029;2023;Unknown;laporan_tahunan;informasi KIE. Berdasarkan hasil wawancara dengan beberapa peserta, kegiatan KIE terkait;88;informasi kie dasar hasil wawancara beberapa serta giat kie kait;4;0.944216417188703;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1030;2023;Unknown;laporan_tahunan;obat dan makanan yang diterima oleh masyarakat Grobogan dan Blora saat ini masih;80;obat makan terima masyarakat grobogan blora saat masih;3;0.7531729121509837;Social
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1031;2023;Unknown;laporan_tahunan;terbatas. Lokasi Kabupaten Grobogan dan Blora yang terletak cukup jauh dari Ibukota;83;batas lokasi kabupaten grobogan blora letak cukup jauh ibukota;5;0.8174593169924614;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1032;2023;Unknown;laporan_tahunan;Provinsi Jawa Tengah menjadi salah satu faktor masyarakat belum menerima ragam pelaksanaan KIE melalui iklan di tempat-tempat umum, acara Car Free Day atau pameran.;164;provinsi jawa tengah jadi salah satu faktor masyarakat belum terima ragam laksana kie iklan tempat tempat umum acara car free day pamer;4;0.6471643170282035;Social
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1033;2023;Unknown;laporan_tahunan;Selain itu, dengan kisaran usia peserta kegiatan yang berada pada rentang 26-55 tahun,;86;selain kisar usia serta giat ada rentang tahun;4;0.7863100252092844;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1034;2023;Unknown;laporan_tahunan;belum banyak peserta yang memanfaatkan media sosial sebagai media pencarian informasi,;86;belum banyak serta manfaat media sosial media cari informasi;4;0.6802846395466664;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1035;2023;Unknown;laporan_tahunan;beberapa peserta menyampaikan telah menggunakan Facebook dan Instagram namun belum mengikuti akun media sosial Badan POM. Indikator manfaat pada kegiatan KIE;157;beberapa serta sampai telah guna facebook instagram belum ikut akun media sosial badan pom indikator manfaat giat kie;4;0.518442317243557;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1036;2023;Unknown;laporan_tahunan;menunjukkan tren peningkatan. Mayoritas peserta menyatakan bahwa kegiatan ini memberikan manfaat khususnya dalam mendukung pemenuhan gizi bagi rumah tangga.;156;tunjuk tren tingkat mayoritas serta nyata bahwa giat beri manfaat khusus dukung penuh gizi bagi rumah tangga;4;0.7749204195495891;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1037;2023;Unknown;laporan_tahunan;76 3.8 Indeks RB Direktorat Registrasi Pangan Olahan 3.8.1 Perencanaan, Monitoring, dan Evaluasi Reformasi Birokrasi di Direktorat;130;indeks direktorat registrasi pangan olah rencana monitoring evaluasi reformasi birokrasi direktorat;2;0.7819311083252244;Technological
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1038;2023;Unknown;laporan_tahunan;Tujuan dari Kegiatan ini adalah untuk melakukan Monitoring, dan Evaluasi Reformasi;82;tuju giat laku monitoring evaluasi reformasi;1;0.44449499369628925;Technological
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1039;2023;Unknown;laporan_tahunan;Birokrasi di Direktorat Registrasi Pangan Olahan yang terdiri dari Penerapan Sistem;83;birokrasi direktorat registrasi pangan olah diri terap sistem;2;0.9442751958365077;Technological
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1040;2023;Unknown;laporan_tahunan;Manajemen Mutu, Reformasi Birokrasi dan Manajemen Risiko. Pada kegiatan Penerapan;81;manajemen mutu reformasi birokrasi manajemen risiko giat terap;2;0.9356207693990025;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1041;2023;Unknown;laporan_tahunan;Sistem Manajemen Mutu di Direktorat Registrasi Pangan Olahan Tahun Anggaran 2023;80;sistem manajemen mutu direktorat registrasi pangan olah tahun anggar 2023;2;0.9581410851468939;Technological
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1042;2023;Unknown;laporan_tahunan;telah dilaksanakan 29 pertemuan kegiatan dengan realisasi fisik sebesar 100% dan;80;telah laksana temu giat realisasi fisik besar 100;5;0.9352321898222979;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1043;2023;Unknown;laporan_tahunan;penyerapan keuangan sebesar 99.97% dimana jumlah realisasi anggaran sebesar Rp. 105.154.305,- dari pagu anggaran sebesar Rp 105.190.000,-.;138;serap uang besar mana jumlah realisasi anggar besar 105 154 305 pagu anggar besar 105 190 000;0;0.7423532081544606;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1044;2023;Unknown;laporan_tahunan;Adapun output kegiatan sebagai berikut: 77 A. Updating dokumen Hasil Updating Dokumen tahun ini diantaranya adalah:;115;adapun output giat ikut updating dokumen hasil updating dokumen tahun antara;5;0.6128800271042344;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1045;2023;Unknown;laporan_tahunan;1. Perubahan dasar hukum dan kualifikasi pelaksana pada seluruh SOP Mikro Direktorat Registrasi Pangan Olahan menyesuaikan dengan peraturan terbaru;147;ubah dasar hukum kualifikasi laksana seluruh sop mikro direktorat registrasi pangan olah sesuai atur baru;1;0.4374436001960501;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1046;2023;Unknown;laporan_tahunan;yang berlaku. 2. Pembuatan baru SOP Mikro terkait PPID (Pejabat Pengelola Informasi;83;laku buat baru sop mikro kait ppid jabat kelola informasi;1;0.5145335542697502;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1047;2023;Unknown;laporan_tahunan;Terdokumentasi) yang berjumlah 7 (tujuh) SOP beserta formulir terkait yaitu: a. POM/08.02/CFM.01/SOP.03/IK.52.01 Permintaan Informasi Publik dengan;147;dokumentasi jumlah tujuh sop serta formulir kait pom cfm sop minta informasi publik;5;0.680197710933785;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1048;2023;Unknown;laporan_tahunan;5 formulir: F01 Permintaan Informasi Publik;;;;;
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1049;2023;Unknown;laporan_tahunan;Permintaan Informasi Publik;;;;;
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1050;2023;Unknown;laporan_tahunan;formulir: F01 Keberatan;;;;;
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1051;2023;Unknown;laporan_tahunan;c. POM/08.02/CFM.01/SOP.05/IK.52.01 Pengumuman Informasi Publik d. POM/08.02/CFM.01/SOP.06/IK.52.01 Penetapan dan Pemutakhiran Daftar;133;pom cfm sop umum informasi publik pom cfm sop tetap mutakhir daftar;5;0.7801293871735393;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1052;2023;Unknown;laporan_tahunan;Informasi Publik dengan 3 formulir: F01 Lembar Pengujian Konsekuensi;;;;;
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1053;2023;Unknown;laporan_tahunan;yang Dikecualikan;;;;;
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1054;2023;Unknown;laporan_tahunan;formulir: F01 Lembar Pengujian Konsekuensi;;;;;
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1055;2023;Unknown;laporan_tahunan;f. POM/08.02/CFM.01/SOP.08/IK.52.01 Pendokumentasian Informasi Publik g. POM/08.02/CFM.01/SOP.09/IK.52.01 Maklumat Pelayanan Informasi;134;pom cfm sop dokumentasi informasi publik pom cfm sop maklumat layan informasi;5;0.6153083710569784;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1056;2023;Unknown;laporan_tahunan;Publik 3. Perubahan peta sub proses pada SOP Mikro dengan kode awal POM/02.01 menyesuaikan dengan perubahan peta sub proses pada SOP Makro.;139;publik ubah peta sub proses sop mikro kode awal pom sesuai ubah peta sub proses sop makro;0;0.42764499915316745;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1057;2023;Unknown;laporan_tahunan;4. Penambahan informasi terkait jalur variasi mayor, single MD, dan pangan sejenis;82;tambah informasi kait jalur variasi mayor single pangan jenis;4;0.7195989669244217;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1058;2023;Unknown;laporan_tahunan;pada SOP Mikro Registrasi Pangan Olahan Risiko Tinggi melalui Sistem Ereg – RBA dan penambahan formulir;103;sop mikro registrasi pangan olah risiko tinggi sistem ereg rba tambah formulir;4;0.4605628824964381;Technological
LT Layanan Informasi Publik 2019 (BPOM);0;2019;BPOM;lainnya;i ii iii KA(cid:55)A PENGAN(cid:55)AR U(cid:81)(cid:71)a(cid:81)(cid:74)-U(cid:81)(cid:71)a(cid:81)(cid:74) N(cid:82)(cid:80)(cid:82)(cid:85) 14 Ta(cid:75)(cid:88)(cid:81) 2008 (cid:87)(cid:72)(cid:81)(cid:87)a(cid:81)(cid:74) K(cid:72)(cid:87)(cid:72)(cid:85)b(cid:88)(cid:78)aa(cid:81) I(cid:81)(cid:73)(cid:82)(cid:85)(cid:80)a(cid:86)(cid:76) P(cid:88)b(cid:79)(cid:76)(cid:78);381;iii cid kan cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid 2008 cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid;0;0.9898309451521633;Uncategorized
LT Layanan Informasi Publik 2019 (BPOM);1;2019;BPOM;lainnya;(cid:80)(cid:72)(cid:80)b(cid:72)(cid:85)(cid:76)(cid:78)a(cid:81) (cid:83)(cid:72)(cid:85)(cid:79)(cid:76)(cid:81)(cid:71)(cid:88)(cid:81)(cid:74)a(cid:81) (cid:87)(cid:72)(cid:85)(cid:75)a(cid:71)a(cid:83) (cid:75)a(cid:78) (cid:86)(cid:72)(cid:87)(cid:76)a(cid:83) (cid:90)a(cid:85)(cid:74)a (cid:81)(cid:72)(cid:74)a(cid:85)a (cid:71)a(cid:79)a(cid:80) (cid:80)(cid:72)(cid:80)(cid:83)(cid:72)(cid:85)(cid:82)(cid:79)(cid:72)(cid:75);437;cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid;0;0.9919871794415029;Uncategorized
LT Layanan Informasi Publik 2019 (BPOM);2;2019;BPOM;lainnya;(cid:76)(cid:81)(cid:73)(cid:82)(cid:85)(cid:80)a(cid:86)(cid:76) (cid:88)(cid:81)(cid:87)(cid:88)(cid:78) (cid:83)(cid:72)(cid:81)(cid:74)(cid:72)(cid:80)ba(cid:81)(cid:74)a(cid:81) (cid:83)(cid:85)(cid:76)ba(cid:71)(cid:76) (cid:71)a(cid:81) (cid:79)(cid:76)(cid:81)(cid:74)(cid:78)(cid:88)(cid:81)(cid:74)a(cid:81). K(cid:72)(cid:87)(cid:72)(cid:85)b(cid:88)(cid:78)aa(cid:81) (cid:76)(cid:81)(cid:73)(cid:82)(cid:85)(cid:80)a(cid:86)(cid:76);445;cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid;0;0.9921383647350606;Uncategorized
LT Layanan Informasi Publik 2019 (BPOM);3;2019;BPOM;lainnya;(cid:80)(cid:72)(cid:85)(cid:88)(cid:83)a(cid:78)a(cid:81) c(cid:76)(cid:85)(cid:76) (cid:83)(cid:72)(cid:81)(cid:87)(cid:76)(cid:81)(cid:74) (cid:81)(cid:72)(cid:74)a(cid:85)a (cid:71)(cid:72)(cid:80)(cid:82)(cid:78)(cid:85)a(cid:87)(cid:76)(cid:86) (cid:92)a(cid:81)(cid:74) (cid:80)(cid:72)(cid:81)(cid:77)(cid:88)(cid:81)(cid:77)(cid:88)(cid:81)(cid:74) (cid:87)(cid:76)(cid:81)(cid:74)(cid:74)(cid:76) (cid:78)(cid:72)(cid:71)a(cid:88)(cid:79)a(cid:87)a(cid:81) (cid:85)a(cid:78)(cid:92)a(cid:87);501;cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid;0;0.9930555555159745;Uncategorized
LT Layanan Informasi Publik 2019 (BPOM);4;2019;BPOM;lainnya;(cid:88)(cid:81)(cid:87)(cid:88)(cid:78) (cid:80)(cid:72)(cid:90)(cid:88)(cid:77)(cid:88)(cid:71)(cid:78)a(cid:81) (cid:83)(cid:72)(cid:81)(cid:92)(cid:72)(cid:79)(cid:72)(cid:81)(cid:74)(cid:74)a(cid:85)aa(cid:81) (cid:81)(cid:72)(cid:74)a(cid:85)a (cid:92)a(cid:81)(cid:74) ba(cid:76)(cid:78), (cid:86)(cid:72)(cid:85)(cid:87)a (cid:80)(cid:72)(cid:85)(cid:88)(cid:83)a(cid:78)a(cid:81) (cid:86)a(cid:85)a(cid:81)a;416;cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid;0;0.9914965985909785;Uncategorized
LT Layanan Informasi Publik 2019 (BPOM);5;2019;BPOM;lainnya;(cid:80)(cid:72)(cid:81)(cid:74)(cid:82)(cid:83)(cid:87)(cid:76)(cid:80)a(cid:79)(cid:78)a(cid:81) (cid:83)(cid:72)(cid:81)(cid:74)a(cid:90)a(cid:86)a(cid:81) (cid:83)(cid:88)b(cid:79)(cid:76)(cid:78) (cid:87)(cid:72)(cid:85)(cid:75)a(cid:71)a(cid:83) (cid:83)(cid:72)(cid:81)(cid:92)(cid:72)(cid:79)(cid:72)(cid:81)(cid:74)(cid:74)a(cid:85)a (cid:81)(cid:72)(cid:74)a(cid:85)a, ba(cid:71)a(cid:81) (cid:83)(cid:88)b(cid:79)(cid:76)(cid:78), (cid:71)a(cid:81);459;cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid;0;0.9922839505733011;Uncategorized
LT Layanan Informasi Publik 2019 (BPOM);6;2019;BPOM;lainnya;(cid:86)(cid:72)(cid:74)a(cid:79)a (cid:86)(cid:72)(cid:86)(cid:88)a(cid:87)(cid:88) (cid:92)a(cid:81)(cid:74) b(cid:72)(cid:85)a(cid:78)(cid:76)ba(cid:87) (cid:83)a(cid:71)a (cid:78)(cid:72)(cid:83)(cid:72)(cid:81)(cid:87)(cid:76)(cid:81)(cid:74)a(cid:81) (cid:83)(cid:88)b(cid:79)(cid:76)(cid:78).;299;cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid;0;0.9880952380273064;Uncategorized
LT Layanan Informasi Publik 2019 (BPOM);7;2019;BPOM;lainnya;D(cid:76) b(cid:76)(cid:71)a(cid:81)(cid:74) (cid:83)(cid:72)(cid:81)(cid:74)a(cid:90)a(cid:86)a(cid:81) Oba(cid:87) (cid:71)a(cid:81) Ma(cid:78)a(cid:81)a(cid:81), (cid:78)(cid:72)(cid:87)(cid:72)(cid:85)b(cid:88)(cid:78)aa(cid:81) (cid:76)(cid:81)(cid:73)(cid:82)(cid:85)(cid:80)a(cid:86)(cid:76) (cid:83)(cid:88)b(cid:79)(cid:76)(cid:78) (cid:80)(cid:72)(cid:80)(cid:76)(cid:79)(cid:76)(cid:78)(cid:76) (cid:83)(cid:72)(cid:85)a(cid:81);439;cid cid cid cid cid cid cid cid cid cid cid cid oba cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid;0;0.9919871788294379;Uncategorized
LT Layanan Informasi Publik 2019 (BPOM);8;2019;BPOM;lainnya;(cid:86)(cid:87)(cid:85)a(cid:87)(cid:72)(cid:74)(cid:76)(cid:86) (cid:71)a(cid:79)a(cid:80) (cid:80)(cid:72)(cid:80)(cid:83)(cid:72)(cid:85)(cid:78)(cid:88)a(cid:87) S(cid:76)(cid:86)(cid:87)(cid:72)(cid:80) P(cid:72)(cid:81)(cid:74)a(cid:90)a(cid:86)a(cid:81) Oba(cid:87) (cid:71)a(cid:81) Ma(cid:78)a(cid:81)a(cid:81). K(cid:72)(cid:87)(cid:72)(cid:85)b(cid:88)(cid:78)aa(cid:81);382;cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid oba cid cid cid cid cid cid cid cid cid cid cid cid cid;0;0.9907407398689607;Uncategorized
LT Layanan Informasi Publik 2019 (BPOM);9;2019;BPOM;lainnya;(cid:76)(cid:81)(cid:73)(cid:82)(cid:85)(cid:80)a(cid:86)(cid:76) (cid:83)(cid:88)b(cid:79)(cid:76)(cid:78) (cid:80)(cid:72)(cid:81)c(cid:76)(cid:83)(cid:87)a(cid:78)a(cid:81) (cid:87)(cid:85)a(cid:81)(cid:86)(cid:83)a(cid:85)a(cid:81)(cid:86)(cid:76) (cid:83)(cid:72)(cid:79)a(cid:78)(cid:86)a(cid:81)aa(cid:81) (cid:87)(cid:88)(cid:74)a(cid:86) (cid:71)a(cid:81) (cid:73)(cid:88)(cid:81)(cid:74)(cid:86)(cid:76) (cid:76)(cid:81)(cid:86)(cid:87)a(cid:81)(cid:86)(cid:76);471;cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid;0;0.9925595237671135;Uncategorized
LT Layanan Informasi Publik 2019 (BPOM);10;2019;BPOM;lainnya;(cid:83)(cid:72)(cid:80)(cid:72)(cid:85)(cid:76)(cid:81)(cid:87)a(cid:75) (cid:86)(cid:72)(cid:75)(cid:76)(cid:81)(cid:74)(cid:74)a (cid:80)(cid:72)(cid:81)(cid:71)(cid:82)(cid:85)(cid:82)(cid:81)(cid:74) (cid:74)(cid:82)(cid:82)(cid:71) a(cid:81)(cid:71) c(cid:79)(cid:72)a(cid:81) (cid:74)(cid:82)(cid:89)(cid:72)(cid:85)(cid:81)a(cid:81)c(cid:72). K(cid:72)(cid:87)(cid:72)(cid:85)b(cid:88)(cid:78)aa(cid:81) (cid:76)(cid:81)(cid:73)(cid:82)(cid:85)(cid:80)a(cid:86)(cid:76);477;cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid cid;0;0.9926900584378664;Uncategorized
